,candidate,freq,length,cap,start_of_sen,abbrv,all_cap,is_csl,title,has_no,date,is_apostrp,has_inter_punct,ends_verb,ends_adverb,change_in_cap,topic_ind,entry_time,entry_batch,@mention
831,lol'd,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:30,0,0
832,republican,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
833,republican gop congress,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
834,ft,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:36,0,2
835,julian,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:53,0,0
836,julian assange,186,1,186,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,20
837,election anthony weiner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:49,0,0
838,mh370,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,22:40:32,0,0
839,with her,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:52,0,0
840,millie__weaver anthony weiner,4,1,4,4,0,0,0,0,0,0,0,4,0,0,0,0,22:40:50,0,0
841,politico,4,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,22:40:30,0,24
842,hot 4sale,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:39,0,0
843,obummer,2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,22:40:30,0,0
844,3novices anthony weiner,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,22:40:55,0,0
845,rent,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:35,0,0
846,wall street journal anthony weiner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:48,0,0
847,guys america,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
848,chit,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
849,schumer,5,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,22:40:36,0,0
850,jesus,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:31,0,0
851,af-1,2,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0,22:40:34,0,0
852,day,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:49,0,0
853,day 121,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,22:40:30,0,0
854,mailonline,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,108
855,poc,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:53,0,0
856,reuterspolitics ex-congressman anthony weiner,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22:40:46,0,0
857,foolish titty,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
858,russian-ties,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:48,0,0
859,snowpiercer,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
860,minor,83,1,83,0,1,1,2,0,0,0,0,0,0,0,0,0,22:40:36,0,0
861,medicare,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
862,pulls,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:34,0,0
863,potus,33,1,33,0,26,29,0,0,0,0,2,0,0,0,0,0,22:40:29,0,314
864,potus in 2020,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,22:40:40,0,0
865,potus 45,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:34,0,0
866,potus on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:30,0,0
867,5pm,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:33,0,0
868,comet ping pong,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
869,comet ping pong in dc,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
870,2🌭minimal💩bull,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:41,0,0
871,peterhof palace,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
872,airplane,3,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,22:40:34,0,0
873,weiner,528,1,528,0,3,3,3,0,0,0,7,6,0,0,0,0,22:40:30,0,0
874,weiner pleads,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
875,weiner pleads guilty ex-rep. anthony weiner,10,1,10,8,0,0,0,0,0,0,0,10,0,0,10,0,22:40:37,0,0
876,weiner hrc,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
877,weiner roasted anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,22:40:39,0,0
878,weiner likely,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
879,weiner jail time,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:52,0,0
880,weiner clinton,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:47,0,0
881,come,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
882,come home,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
883,come on universe,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
884,come on russia,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
885,cl,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
886,pervs retreat,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
887,120 million,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:35,0,0
888,tony,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
889,tony weiner,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:49,0,0
890,jewish,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
891,godzilla,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
892,ruledonaldtrump anthony weiner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
893,weed,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
894,statedept .potus,41,1,41,0,0,0,0,0,0,0,0,41,0,0,0,0,22:40:29,0,0
895,man anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
896,patriot journal,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
897,nigga,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
898,trump🇷🇺can,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:29,0,0
899,ex-congressmen anthony weiner,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:52,0,0
900,mcmaster,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
901,dailymail,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,99
902,dailymail anthony weiner,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
903,christ,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
904,shout,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
905,madame,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
906,husband of huma abedin hillary clinton,4,1,4,4,0,0,0,0,0,0,4,0,0,0,0,0,22:40:39,0,0
907,husband anthony weiner,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
908,andrews,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
909,andrews air,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
910,andrews air force base,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
911,andrews air f,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
912,department of state on twitter,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
913,bam,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
914,rebbi,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:33,0,0
915,pinocchios,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
916,2years,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:50,0,0
917,mp3,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,22:40:29,0,0
918,johnny cash,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
919,mediterranean,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
920,mediterranean sea,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
921,rome,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
922,rumor,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
923,alzheimer,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:31,0,0
924,life,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
925,life .bill,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:37,0,0
926,life insurance,51,1,51,0,0,0,0,0,0,0,0,51,0,0,0,0,22:40:36,0,0
927,lambchops,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
928,prescheeto,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
929,conspiracy tweet air force one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,22:40:32,0,0
930,sam2800,3,1,3,0,0,3,0,0,3,0,0,0,0,0,0,0,22:40:29,0,0
931,iq,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
932,twenty years,2,1,2,0,0,2,0,0,0,0,0,0,0,0,2,0,22:40:54,0,0
933,better,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
934,use,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
935,catch a predator,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
936,hello,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
937,prisonplanet,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,1
938,um,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
939,chuck schumer,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,5
940,chuck e cheese,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
941,pope,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
942,obamass,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,22:40:44,0,0
943,huma,955,1,955,0,1,1,0,0,0,0,5,0,0,0,0,0,22:40:36,0,0
944,huma abedin,264,1,264,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,23
945,huma abedin anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
946,huma abedeen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
947,huma abadin runs,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:49,0,0
948,abc news anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:46,0,0
949,states,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
950,michelle,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
951,mensch,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:41,0,0
952,russians,19,1,19,0,0,3,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
953,no intent,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:47,0,0
954,typical cnn,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
955,wheels,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
956,los angeles news search la,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,22:40:51,0,0
957,family,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,22:40:49,0,0
958,family vacation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
959,business,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,2
960,business insider,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:45,0,0
961,ffs,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
962,ffs ftlog ygtbfkmwyg,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,22:40:31,0,0
963,supermax,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
964,buzzfeed news (buzzfeednews) may 1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,22:40:45,0,0
965,quick,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
966,theblaze,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
967,ceo of mwwpr,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
968,steam,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22:40:35,0,0
969,plea deal,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:39,0,0
970,orient express,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
971,reservoir dogs,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
972,golf,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
973,seth rich,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:35,0,0
974,liberal,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:34,0,0
975,liberal anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:49,0,0
976,liberal democrats,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:52,0,0
977,liberal pos,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
978,sam 28000,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,22:40:35,0,0
979,valerie jarrett,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:53,0,0
980,pakistan,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
981,november,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,22:40:53,0,0
982,co,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
983,tr*mp,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:35,0,0
984,500mph,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:35,0,0
985,fsx multiplayer trolling kid pretends,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
986,a fucking orangutan,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:34,0,0
987,fact,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
988,deputy of dnc tom kepmer,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
989,foxnews,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,22:40:48,0,79
990,foxnews breaking news former ny,6,1,6,6,0,0,0,0,0,0,0,1,0,0,6,0,22:40:46,0,0
991,foxnews anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:53,0,0
992,god,22,1,22,0,3,3,0,0,0,0,2,0,0,0,0,0,22:40:30,0,0
993,god speed,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
994,god bless,6,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
995,god air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
996,sochi on north sea,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
997,aboard air force,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
998,aboard air force one,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
999,pc,7,1,7,0,7,7,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
1000,pc comey,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
1001,blasio,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
1002,rep anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
1003,schumers,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:55,0,0
1004,wapi bd the grey lady,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1005,mystikal,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:52,0,0
1006,democ,13,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
1007,gross,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
1008,million,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1009,chance trump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1010,usa,17,1,17,0,12,17,0,0,0,0,0,1,0,0,0,0,22:40:31,0,1
1011,usa with hillary,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:32,0,0
1012,usa trump,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1013,usa anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
1014,twitterfit,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1015,catch-up,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22:40:35,0,0
1016,fgm,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
1017,one,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1018,one of the clinton campaign,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:49,0,0
1019,one word,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1020,one back,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1021,13 864024-202 forces,4,1,4,0,0,0,0,0,4,0,0,4,0,0,0,0,22:40:33,0,0
1022,classic trump,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1023,international airspace,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1024,3-1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:31,0,0
1025,gary oldman,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1026,facing,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22:40:40,0,0
1027,facing 2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:40,0,0
1028,south africa,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1029,hilary,4,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:36,0,0
1030,hilary clinton,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:41,0,0
1031,norad,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1032,con-air,2,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0,22:40:30,0,0
1033,thunderdome,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1034,pence,11,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:29,0,0
1035,pence manafort,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1036,familia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
1037,resident o'bummer,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:29,0,0
1038,f2ck,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,22:40:35,0,0
1039,reuters,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,22:40:34,0,11
1040,reuters ex-congressman anthony weiner,4,1,4,4,0,0,0,0,0,0,0,4,0,0,1,0,22:40:45,0,0
1041,10th,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:33,0,0
1042,pus,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
1043,week,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1044,breaking,53,1,53,0,0,1,0,0,0,0,0,0,53,0,0,0,22:40:31,0,0
1045,breaking feed,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:32,0,0
1046,breaking ex-us rep. anthony weiner,2,1,2,2,0,0,0,0,0,0,0,2,0,0,2,0,22:40:37,0,0
1047,breaking spicer,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1048,breaking foreign,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,22:40:35,0,0
1049,breaking news,5,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1050,breaking news somewhere,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1051,breaking news hits,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:30,0,0
1052,breaking news former ny,165,1,165,162,0,0,1,0,0,0,0,0,0,0,165,0,22:40:46,0,0
1053,breaking news sources,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,22:40:35,0,0
1054,breaking news anthony weiner,109,1,109,109,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
1055,breaking news live,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,22:40:32,0,0
1056,breaking news air force one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,22:40:32,0,0
1057,breaking news disgraced rep. anthony weiner,64,1,64,64,0,0,0,0,0,0,0,64,0,0,2,0,22:40:38,0,0
1058,breaking fake news trump,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,22:40:33,0,0
1059,breaking news* air force one,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,22:40:33,0,0
1060,breaking air force,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1061,breaking air force one,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,22:40:29,0,0
1062,breaking air force one diverted,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:33,0,0
1063,breaking jared kushner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,22:40:35,0,0
1064,breaking weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,22:40:40,0,0
1065,breaking passengers on air force one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1066,breaking unnamed russian,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:31,0,0
1067,breaking source,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:29,0,0
1068,breaking former,15,1,15,15,0,0,0,0,0,0,0,0,0,0,15,0,22:40:37,0,0
1069,breaking former rep. anthony weiner,21,1,21,21,0,0,0,0,0,0,0,21,0,0,21,0,22:40:36,0,0
1070,breaking former us rep. anthony weiner,272,1,272,271,0,0,0,0,0,0,0,272,0,0,272,0,22:40:36,0,0
1071,breaking anthony weiner,77,1,77,77,0,0,0,0,0,0,0,0,0,0,27,0,22:40:36,0,0
1072,breaking law,22,1,22,22,0,0,0,0,0,0,0,0,0,0,22,0,22:40:37,0,0
1073,breaking trump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:35,0,0
1074,breaking current,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,22:40:29,0,0
1075,breaking prosecutors,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,22:40:44,0,0
1076,breaking live,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:30,0,0
1077,christian,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:53,0,0
1078,christian nation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1079,telephone,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
1080,truth,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1081,charlotte,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
1082,washington,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
1083,washington examiner,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1084,washington post,29,1,29,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,279
1085,washington post washington post,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
1086,washington pedophile,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
1087,washington d.c,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:30,0,0
1088,washington dc,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1089,senior,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:34,0,0
1090,senior adviser with close ties,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:34,0,0
1091,loled,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1092,government,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1093,creeps,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
1094,sexter anthony weiner,41,1,41,41,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
1095,lmaoo anthony,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:52,0,0
1096,spicer,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1097,spicer on air force one,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
1098,dad,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1099,dt,4,1,4,0,4,4,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1100,aruba,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1101,child,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
1102,child porn,2,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:42,0,0
1103,rosenstein,32,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
1104,years,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
1105,nikulin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
